PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,COIS,AUID,RN,EIN,CIN,RF,GR,CON,TT,MID,CN,OID,FIR,IR,GN,PS,FPS
8073142,NLM,MEDLINE,19940923,20061101,0033-2100 (Print) 0033-2100 (Linking),48,1-2,1994,[Infectious diseases in Poland in 1992].,45-8,,,,"['Magdzik, W', 'Czarkowski, M P']","['Magdzik W', 'Czarkowski MP']",,['pol'],['Journal Article'],,Poland,Przegl Epidemiol,Przeglad epidemiologiczny,0413725,IM,"['Communicable Diseases/classification/*epidemiology', 'Disease Outbreaks', 'Humans', 'Poland/epidemiology']",,,,1994/01/01 00:00,1994/01/01 00:01,['1994/01/01 00:00'],"['1994/01/01 00:00 [pubmed]', '1994/01/01 00:01 [medline]', '1994/01/01 00:00 [entrez]']",,ppublish,Przegl Epidemiol. 1994;48(1-2):45-8.,,,,,,,,,Choroby zakazne w Polsce w 1992 roku.,,,,,,,,
15254816,NLM,MEDLINE,20040907,20200324,1436-9990 (Print) 1437-1588 (Electronic) 1436-9990 (Linking),47,7,2004 Jul,[The emergence of old and new epidemics as a consequence of human actions].,611-21,,"In the era of antibiotics and vaccines and prior to the appearance of AIDS, well-known infectious diseases received decreasing clinical attention. Occasionally, the opinion was also expressed that new types of infectious diseases could no longer be expected. However, a more detailed analysis of the state of infectious diseases yields quite a different picture. A variety of new infectious diseases has clinically been defined over the last few decades. New viruses, bacteria, and parasites with pathogenic potential for humans have been detected and well-known microorganisms have spread beyond their original geographic areas. Infectious agents, in particular viruses, permanently alter their genomes and may thus gain new clinical relevance. This article demonstrates that primarily the behavior of man influenced the nature and distribution of infectious diseases in the past and will affect the spread of infectious diseases in the future.",,"['Kurth, R']",['Kurth R'],"['Robert Koch-Institut, Berlin. kurthr@rki.de']",['ger'],"['English Abstract', 'Journal Article', 'Review']",,Germany,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",101181368,IM,"['Acquired Immunodeficiency Syndrome/epidemiology/prevention & control', 'Communicable Diseases, Emerging/classification/*epidemiology/*etiology', '*Health Behavior', '*Life Style', '*Population Dynamics', 'Risk Assessment/trends']",PMC7079979,,,2004/07/16 05:00,2004/09/08 05:00,['2004/07/16 05:00'],"['2004/07/16 05:00 [pubmed]', '2004/09/08 05:00 [medline]', '2004/07/16 05:00 [entrez]']","['857 [pii]', '10.1007/s00103-004-0857-9 [doi]']",ppublish,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz. 2004 Jul;47(7):611-21. doi: 10.1007/s00103-004-0857-9.,,,,,,,,,Das Auftreten alter und neuer Seuchen als Konsequenz menschlichen Handelns.,,,,,,,,
6372054,NLM,MEDLINE,19840601,20041117,0210-5020 (Print) 0210-5020 (Linking),7,67,1984 Mar,[Infectious diseases. Specimen collection for diagnosis].,14-7,,,,"['Eguiluz, M C']",['Eguiluz MC'],,['spa'],['Journal Article'],,Spain,Rev Enferm,"Revista de enfermeria (Barcelona, Spain)",8309920,,"['Bacteriological Techniques', 'Communicable Diseases/*diagnosis/microbiology', 'Humans', 'Specimen Handling/*methods']",,,,1984/03/01 00:00,1984/03/01 00:01,['1984/03/01 00:00'],"['1984/03/01 00:00 [pubmed]', '1984/03/01 00:01 [medline]', '1984/03/01 00:00 [entrez]']",,ppublish,Rev Enferm. 1984 Mar;7(67):14-7.,,,,,,,,,Enfermedades infecciosas. Recoleccion de muestras para el diagnostico.,,,,,,,,
18133954,NLM,MEDLINE,20071227,20201005,0369-8300 (Print) 0369-8300 (Linking),39,23,1949 Jun 18,[Electrophoresis in infectious diseases].,277-81,,,,"['BENHAMOU, E', 'PUGLIESE, J']","['BENHAMOU E', 'PUGLIESE J']",,['fre'],['Journal Article'],,France,Paris Med,Paris medical,19520510R,OM,"['Communicable Diseases/*therapy', '*Ion Exchange']",,['NLM'],"['*COMMUNICABLE DISEASES/therapy', '*ION TRANSFER']",1949/06/18 00:00,2008/01/17 09:00,['1949/06/18 00:00'],"['1949/06/18 00:00 [pubmed]', '2008/01/17 09:00 [medline]', '1949/06/18 00:00 [entrez]']",,ppublish,Paris Med. 1949 Jun 18;39(23):277-81.,,,,,,,,,L'electrophorese dans les maladies infectieuses.,,,['CLML: 4917:644m'],,,,,
13592353,NLM,MEDLINE,20000701,20181201,0370-9590 (Print) 0370-9590 (Linking),112,Suppl 9,1958 Jun 20,[Treatment of infectious diseases].,242-8 passim contd,,,,"['INK, J']",['INK J'],,['spa'],['Journal Article'],,Argentina,Sem Med,La Semana medica,0404403,OM,['Communicable Diseases/*therapy'],,['NLM'],['*COMMUNICABLE DISEASES/therapy'],1958/06/20 00:00,1958/06/20 00:01,['1958/06/20 00:00'],"['1958/06/20 00:00 [pubmed]', '1958/06/20 00:01 [medline]', '1958/06/20 00:00 [entrez]']",,ppublish,Sem Med. 1958 Jun 20;112(Suppl 9):242-8 passim contd.,,,,,,,,,Tratamiento de las enfermedades infecciosas.,,,['CLML: 5935:21766:151'],,,,,
14948348,NLM,MEDLINE,20040215,20181201,,7,3,1952 May-Jun,[Cosmopolitism and infectious diseases].,176-7,,,,['ONDRACEK'],['ONDRACEK'],,['und'],['Journal Article'],,Czech Republic,Pediatr Listy,Pediatricke listy,0204303,OM,"['*Biometry', 'Communicable Diseases/*epidemiology/*statistics & numerical data']",,['NLM'],['*COMMUNICABLE DISEASES/epidemiology and statistics'],1952/05/01 00:00,1952/05/01 00:01,['1952/05/01 00:00'],"['1952/05/01 00:00 [pubmed]', '1952/05/01 00:01 [medline]', '1952/05/01 00:00 [entrez]']",,ppublish,Pediatr Listy. 1952 May-Jun;7(3):176-7.,,,,,,,,,Kosmopolitismus a infek6cni choroby.,,,['CLML: 5222:34686:114'],,,,,
23548359,NLM,MEDLINE,20130627,20130403,0177-5103 (Print) 0177-5103 (Linking),103,2,2013 Mar 26,Pathology and causes of death of stranded cetaceans in the Canary Islands (1999-2005).,87-99,10.3354/dao02558 [doi],"Between 1999 and 2005, 233 stranded cetaceans (comprising 19 species) were reported in the waters of the Canary Islands. Of these, 138/233 (59.2%) were subjected to a complete or partial standardized necropsy, including 4 Balaenopteridae, 9 Physeteridae, 8 Kogiidae, 27 Ziphiidae and 90 Delphinidae. Of these, 46/138 (33.3%) cetaceans were diagnosed with anthropogenic pathological categories (i.e. the cause of death was anthropogenic). These included fishing interaction (bycatch) (19 individuals), 'atypical' mass stranding events linked to naval exercises (13), ship collisions (8) and other anthropogenic-related pathology (6). 'Natural' (i.e. non-anthropogenic) causes of death accounted for another 82/138 (59.4%) cases, including infectious and non-infectious diseases (63), neonatal pathology (8), intra- and interspecific interactions (6) and mass strandings (5). The cause(s) of death could not be determined in 10/138 (7.3%) necropsied animals. The most common causes of death were ship collisions in 6/9 (66.6%) Physeteridae, 'atypical' mass stranding linked to naval exercises in 13/27 (48.1%) Ziphiidae, and 'natural' infectious and non-infectious diseases in 55/90 (61.1%) Delphinidae. Interaction with fishing activities was established as cause of death in 15/90 (16.7%) Delphinidae. These data show that a range of anthropogenic and natural single and mass mortality events occur in multiple cetacean species stranded in the Canary Islands.",,"['Arbelo, Manuel', 'Los Monteros, Antonio Espinosa de', 'Herraez, Pedro', 'Andrada, Marisa', 'Sierra, Eva', 'Rodriguez, Francisco', 'Jepson, Paul D', 'Fernandez, Antonio']","['Arbelo M', 'Los Monteros AE', 'Herraez P', 'Andrada M', 'Sierra E', 'Rodriguez F', 'Jepson PD', 'Fernandez A']","['Institute of Animal Health, University of Las Palmas de Gran Canaria, Canary Islands, Spain. marbelo@dmor.ulpgc.es']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,Germany,Dis Aquat Organ,Diseases of aquatic organisms,8807037,IM,"['Animals', '*Cetacea', 'Communicable Diseases/epidemiology/mortality/pathology/*veterinary', 'Human Activities', 'Ships', 'Spain/epidemiology', 'Time Factors', 'Wounds and Injuries/epidemiology/mortality/*veterinary']",,,,2013/04/04 06:00,2013/06/29 06:00,['2013/04/04 06:00'],"['2013/04/04 06:00 [entrez]', '2013/04/04 06:00 [pubmed]', '2013/06/29 06:00 [medline]']",['10.3354/dao02558 [doi]'],ppublish,Dis Aquat Organ. 2013 Mar 26;103(2):87-99. doi: 10.3354/dao02558.,,,,,,,,,,,,,,,,,
13842236,NLM,MEDLINE,19981101,20200716,0372-9311 (Print) 0372-9311 (Linking),31,,1960 Jun,"[National literature on the problems of microbiology, immunology, infectious diseases and epidemiology published during the first quarter of 1959. 4. Infectious diseases].",142-9 concl,,,,"[""VIL'SHANSKAIA, M L""]","[""VIL'SHANSKAIA ML""]",,['rus'],['Journal Article'],,Russia (Federation),Zh Mikrobiol Epidemiol Immunobiol,"Zhurnal mikrobiologii, epidemiologii i immunobiologii",0415217,OM,['Communicable Diseases/*epidemiology'],,['NLM'],['*COMMUNICABLE DISEASES/epidemiology'],1960/06/01 00:00,1960/06/01 00:01,['1960/06/01 00:00'],"['1960/06/01 00:00 [pubmed]', '1960/06/01 00:01 [medline]', '1960/06/01 00:00 [entrez]']",,ppublish,Zh Mikrobiol Epidemiol Immunobiol. 1960 Jun;31:142-9 concl.,,,,,,,,,,,,,,,,,
19722833,NLM,MEDLINE,20091022,20181201,1746-0921 (Electronic) 1746-0913 (Linking),4,7,2009 Sep,Report from the European Congress of Clinical Microbiology and Infectious Diseases.,783-7,10.2217/fmb.09.50 [doi],"With its cool climate, Finland has a lower prevalence of fungal infections than many other European countries that have hosted the annual congress of the European Society of Clinical Microbiology and Infectious Diseases. However, changing patterns of infection and drug resistance, and their impact on treatment decisions, are as important to Nordic infectious disease specialists as to their colleagues in warmer countries. Similarly, developments in diagnostic techniques that enable fungal invasion to be identified before there is clinical evidence of infection will be a major step forward for physicians wherever they practise. It should therefore come as no surprise that this year's European Congress of Clinical Microbiology and Infectious Diseases was as well attended as previous meetings, with over 8000 participants arriving from all parts of Europe.",,"['Anttila, Veli-Jukka', 'Bryan, Jenny']","['Anttila VJ', 'Bryan J']","['Infection Epidemiological Unit, Helsinki University Hospital, Finland. veli-jukka.anttila@hus.fi']",['eng'],['Congress'],,England,Future Microbiol,Future microbiology,101278120,IM,"['Biomedical Research/*trends', 'Clinical Laboratory Techniques/*methods', 'Communicable Diseases/drug therapy/*epidemiology/*microbiology', 'Diagnostic Techniques and Procedures', 'Finland', 'Humans', 'Mycoses/drug therapy/*epidemiology/*microbiology']",,,,2009/09/03 06:00,2009/10/23 06:00,['2009/09/03 09:00'],"['2009/09/03 09:00 [entrez]', '2009/09/03 06:00 [pubmed]', '2009/10/23 06:00 [medline]']",['10.2217/fmb.09.50 [doi]'],ppublish,Future Microbiol. 2009 Sep;4(7):783-7. doi: 10.2217/fmb.09.50.,,,,,,,,,,,,,,,,,
20278722,NLM,MEDLINE,20100329,20201005,0025-8458 (Print) 0025-8458 (Linking),41,16,1946 Aug,[Infectious diseases. In the light of the war experience].,341-6,,,,"['STOERMER, A']",['STOERMER A'],,['ger'],['Journal Article'],,Germany,Med Klin,Medizinische Klinik,0376637,OM,"['*Biometry', 'Communicable Diseases/*epidemiology/*statistics & numerical data', '*Disease', '*Warfare']",,['NLM'],"['*COMMUNICABLE DISEASES/epidemiology and statistics', '*WAR/diseases']",1946/08/01 00:00,2014/08/13 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/08/01 00:00 [pubmed]', '2014/08/13 06:00 [medline]']",,ppublish,Med Klin. 1946 Aug;41(16):341-6.,,,,,,,,,Infektionskrankheiten. im Lichte der Kriegserfahrungen.,,,['CLML: 4712:263v'],,,,,
19679031,NLM,MEDLINE,20091207,20130501,1560-7917 (Electronic) 1025-496X (Linking),14,32,2009 Aug 13,EMCDDA publishes updated version of the drug-related infectious diseases testing guidelines in July 2009.,,19305 [pii],,,,,,['eng'],['News'],20090813,Sweden,Euro Surveill,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,100887452,IM,"['Communicable Diseases/diagnosis/*epidemiology/transmission', 'Europe/epidemiology', '*Guidelines as Topic', 'Humans', '*Population Surveillance', '*Substance Abuse, Intravenous']",,,,2009/08/15 09:00,2009/12/16 06:00,['2009/08/15 09:00'],"['2009/08/15 09:00 [entrez]', '2009/08/15 09:00 [pubmed]', '2009/12/16 06:00 [medline]']",['19305 [pii]'],epublish,Euro Surveill. 2009 Aug 13;14(32):19305.,,,,,,,,,,,['Editorial team'],,,,,,
25842963,NLM,MEDLINE,20150811,20200716,0372-9311 (Print) 0372-9311 (Linking),,1,2015 Jan-Feb,[Epidemiological risk of introduction of dangerous and exotic infectious diseases on the territory of the XXII Olympic Winter Games and XI Paralympic Winter Games 2014 in Sochi].,115-21,,"To assess the epidemiological risk of introduction of serious infectious diseases in the pre-Olympic period defined list of dangerous and exotic infections and held assessment of potential danger threatening. Initial external information to assess the potential risk of skidding were reports, forecasts, posted on the official websites. The risk of skidding and epidemiological complications conditionally designated as high, moderate and minimal risk importation of measles virus-Rate was considered as high. In confirmation of the forecast for the period of the Olympic Games in Sochi have been registered about 100 cases of measles. Moderate risk of importation was determined for poliomyelitis due to wild poliovirus, Lassa fever, cholera, plague, and the minimal--for Dengue fever, yellow fever, the Middle East and respiratory syndrome, diseases caused by viruses Marburg and Ebola. Based on of analysis of previous Olympic Games and subsequent co-events related to the activity of the infectious diseases in the world, mate-cluded that even a slight risk of importation of infectious diseases requires maximum alertness and readiness to conduct adequate epidemiological issues incorporated.",,"[""Kuz'kin, B P"", 'Ezhlova, E B', 'Kulichenko, A N', 'Maletskaia, O V', 'Demina, Iu V', 'Taran, T V', 'Pakskina, N D', 'Kharchenko, T V', 'Grizhebovskii, G M', ""Savel'ev, V N"", 'Orobei, V G', 'Klindukhov, V P', 'Grechanaia, T V', 'Tesheva, S Ch', 'Brukhanova, G D']","[""Kuz'kin BP"", 'Ezhlova EB', 'Kulichenko AN', 'Maletskaia OV', 'Demina IuV', 'Taran TV', 'Pakskina ND', 'Kharchenko TV', 'Grizhebovskii GM', ""Savel'ev VN"", 'Orobei VG', 'Klindukhov VP', 'Grechanaia TV', 'Tesheva SCh', 'Brukhanova GD']",,['rus'],"['English Abstract', 'Journal Article']",,Russia (Federation),Zh Mikrobiol Epidemiol Immunobiol,"Zhurnal mikrobiologii, epidemiologii i immunobiologii",0415217,IM,"['Anniversaries and Special Events', 'Communicable Disease Control/*methods', 'Communicable Diseases/*diagnosis/*epidemiology/microbiology', 'Humans', 'Risk']",,,,2015/04/07 06:00,2015/08/12 06:00,['2015/04/07 06:00'],"['2015/04/07 06:00 [entrez]', '2015/04/07 06:00 [pubmed]', '2015/08/12 06:00 [medline]']",,ppublish,Zh Mikrobiol Epidemiol Immunobiol. 2015 Jan-Feb;(1):115-21.,,,,,,,,,,,,,,,,,
1035016,NLM,MEDLINE,19770315,20140603,,163,1-4,1976,[New topics in infectious medicine (author's transl)].,81-95,,"After the eradication and control of the old classical epidemics, the situation in the sector of infectious diseases has changed. These days 3 groups of infectious diseases have gained importance than they had in the past and thus have changed the scene: I. Infectious diseases which earlier were either not known on such a scale or completely unknown Under this group fall mainly the ""infectious factor diseases"" caused by so-called ""opportunistic"" germs, mixed infections, old and new zoonoses, iatrogenic infections, ""explosion epidemics"" and epidemics caused by germ mutations. II. Therapy-resistant infectious diseases Here a distinction is made between infectious diseases caused by chemotherapy-resistant germs and the diseases whose increased rate of incidence is due to the fact that the arthropod vectors became resistant to insecticides. III. Infectious diseases to which the classical Henle-Koch postulates no longer apply These are chronic diseases and persistent infections, immunopathogenic consequences of infections and viral tumours. The diseases are discussed separately with respect to the cause/effect relationship with the emphasis on the following subjects: Opportunistic problem germs, infectious factor diseases with hospitalism, mixed infections, salmonellosis and new viral zoonoses, chronic diseases, ""slow viruses"", immunopathogenic consequences of infections and viral tumours.",,"['Mayr, A']",['Mayr A'],,['ger'],"['English Abstract', 'Journal Article']",,Germany,Zentralbl Bakteriol Orig B,"Zentralblatt fur Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Erste Abteilung Originale. Reihe B: Hygiene, praventive Medizin",1306477,IM,"['Animals', 'Cell Transformation, Neoplastic', 'Chronic Disease', '*Communicable Diseases/drug therapy/epidemiology/etiology', 'Cross Infection', 'Disease Outbreaks', 'Humans', 'Neoplasms/etiology', 'Virus Diseases', 'Zoonoses']",,,,1976/01/01 00:00,1976/01/01 00:01,['1976/01/01 00:00'],"['1976/01/01 00:00 [pubmed]', '1976/01/01 00:01 [medline]', '1976/01/01 00:00 [entrez]']",,ppublish,Zentralbl Bakteriol Orig B. 1976;163(1-4):81-95.,,,,,,,,,Neue Schwerpunkte in der Infektionsmedizin.,,,,,,,,
