PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,LID,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,AB,AUID,PMC,COIS,OTO,OT,GR,RN,CI,RF,CON,MID,CIN,CN,TT,PS,FPS,SPIN,EIN,OID,ORI
12187591,NLM,MEDLINE,20020903,20191210,0869-2084 (Print) 0869-2084 (Linking),,2002 Jul,"[Computer program for diagnosis, monitoring, and prophylaxis of cardiovascular diseases].",42-5,,"[""Vorob'eva, E N"", 'Varshavskii, B Ia', 'Shoikhet, Ia N', ""Garkol', N S"", 'Tushev, A N']","[""Vorob'eva EN"", 'Varshavskii BIa', 'Shoikhet IaN', ""Garkol' NS"", 'Tushev AN']",,['rus'],['Journal Article'],,Russia (Federation),Klin Lab Diagn,Klinicheskaia laboratornaia diagnostika,9432021,IM,"['Adult', '*Cardiovascular Diseases/diagnosis/prevention & control/therapy', 'Female', 'Humans', 'Male', 'Middle Aged', 'Neural Networks, Computer', 'Prognosis', '*Software']",2002/08/22 10:00,2002/09/11 10:01,['2002/08/22 10:00'],"['2002/08/22 10:00 [pubmed]', '2002/09/11 10:01 [medline]', '2002/08/22 10:00 [entrez]']",,ppublish,Klin Lab Diagn. 2002 Jul;(7):42-5.,7,"Cardiovascular diseases remain the main cause of death among adult population; their incidence can be reduced only using an effective system of primary and secondary prevention. The aim of our study was to develop software for automated recognition of cardiovascular risk factors, prognosis, and evaluation of dyslipoproteinemia phenotypes in lipid centers. Prognostic indexes, lipidogram values are estimated, and the program detects the risk factors (overweight, poor physical training, irrational nutrition, tobacco smoking, etc.) and predicts the summary risk of coronary disease. Neuronal network was used for evaluating the types of dyslipoproteinemias and for cardiovascular prognosis. The input vectors were lipid and lipoprotein concentrations. Output neurons were diagnostic signs of dislipoproteinemia phenotypes or cardiovascular prognosis.",,,,,,,,,,,,,,"Komp'iuternaia programma diagnostiki, monitoringa i profilaktiki serdechno-sosudistykh zabolevanii.",,,,,,
30169939,NLM,MEDLINE,20190111,20190111,0021-5384 (Print) 0021-5384 (Linking),105,2016 Sep,[113th Scientific Meeting of the Japanese Society of Internal Medicine: Symposium: Gut Microbiota and Cardiovascular Disease].,1706-11,,"['Hirata, Ken-ichi', 'Yamashita, Tomoya']","['Hirata KI', 'Yamashita T']",,['jpn'],['Journal Article'],,Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,"['Animals', 'Cardiovascular Diseases/*etiology/prevention & control/therapy', '*Gastrointestinal Microbiome', 'Humans', 'Internal Medicine', 'Japan', 'Societies, Medical']",2016/09/01 00:00,2019/01/12 06:00,['2018/09/01 06:00'],"['2018/09/01 06:00 [entrez]', '2016/09/01 00:00 [pubmed]', '2019/01/12 06:00 [medline]']",,ppublish,Nihon Naika Gakkai Zasshi. 2016 Sep;105(9):1706-11.,9,,,,,,,,,,,,,,,,,,,,,
20060326,NLM,MEDLINE,20100813,20181201,1879-1336 (Electronic) 1054-8807 (Linking),19,2010 May-Jun,Molecular basis and diagnosis of both inherited and acquired cardiovascular diseases: introduction.,165,10.1016/j.carpath.2009.06.002 [doi],"['Thiene, Gaetano']",['Thiene G'],,['eng'],['Congress'],20100108,United States,Cardiovasc Pathol,Cardiovascular pathology : the official journal of the Society for Cardiovascular Pathology,9212060,IM,"['Cardiovascular Diseases/*diagnosis/*genetics', 'Humans']",2010/01/12 06:00,2010/08/14 06:00,['2010/01/12 06:00'],"['2009/05/04 00:00 [received]', '2009/05/29 00:00 [revised]', '2009/06/15 00:00 [accepted]', '2010/01/12 06:00 [entrez]', '2010/01/12 06:00 [pubmed]', '2010/08/14 06:00 [medline]']","['S1054-8807(09)00071-4 [pii]', '10.1016/j.carpath.2009.06.002 [doi]']",ppublish,Cardiovasc Pathol. 2010 May-Jun;19(3):165. doi: 10.1016/j.carpath.2009.06.002. Epub 2010 Jan 8.,3,,,,,,,,,,,,,,,,,,,,,
32516176,NLM,MEDLINE,20210802,20210802,1473-5687 (Electronic) 0954-691X (Linking),32,2021 Feb 1,The interplay between gastrointestinal and cardiovascular diseases: a narrative review focusing on the clinical perspective.,132-139,10.1097/MEG.0000000000001779 [doi],"['Sbeit, Wisam', 'Kadah, Anas', 'Mahamid, Mahmud', 'Mari, Amir', 'Khoury, Tawfik']","['Sbeit W', 'Kadah A', 'Mahamid M', 'Mari A', 'Khoury T']","['Department of Gastroenterology, Galilee Medical Center, Nahariya.', 'Faculty of Medicine in the Galilee, Bar-Ilan University, Safed.', 'Department of Gastroenterology, Galilee Medical Center, Nahariya.', 'Faculty of Medicine in the Galilee, Bar-Ilan University, Safed.', 'Gastroenterology Department, Shaare Zedek Medical Center.', 'Faculty of Medicine in the Galilee, Bar-Ilan University, Safed.', 'Gastroenterology and Endoscopy Units, The Nazareth Hospital, EMMS, Nazareth 22100, Israel.', 'Department of Gastroenterology, Galilee Medical Center, Nahariya.', 'Faculty of Medicine in the Galilee, Bar-Ilan University, Safed.']",['eng'],"['Journal Article', 'Review']",,England,Eur J Gastroenterol Hepatol,European journal of gastroenterology & hepatology,9000874,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/therapy', '*Gastrointestinal Diseases/diagnosis/epidemiology/therapy', 'Humans', 'Inflammation']",2020/06/10 06:00,2021/08/03 06:00,['2020/06/10 06:00'],"['2020/06/10 06:00 [pubmed]', '2021/08/03 06:00 [medline]', '2020/06/10 06:00 [entrez]']","['00042737-202102000-00002 [pii]', '10.1097/MEG.0000000000001779 [doi]']",ppublish,Eur J Gastroenterol Hepatol. 2021 Feb 1;32(2):132-139. doi: 10.1097/MEG.0000000000001779.,2,"Both cardiovascular and gastrointestinal disorders represent considerable health burden on community clinics and hospitals with overwhelming economic cost. An overlap in the occurrence of these disorders is encountered in daily practice. Both affect each other in bidirectional manner through several mechanisms including altered hemodynamics, systemic inflammation, bacterial overgrowth and interactions and adverse effects of medications. In addition, to the known overlap in the symptoms occurrence of upper gastrointestinal tract diseases and cardiovascular diseases (CVDs). Awareness of this interplay and its clinical manifestations optimizes patient management, and could prevent catastrophic consequences and even save lives. In this review, we highlighted the clinical aspects of this bidirectional association between gastrointestinal and CVDs aiming to shed light on this topic and improve patients' care.",,,,,,,,"['Copyright (c) 2020 Wolters Kluwer Health, Inc. All rights reserved.']",,,,,,,,,,,,
20974753,NLM,MEDLINE,20110331,20101214,1532-2092 (Electronic) 1099-5129 (Linking),13,2011 Jan,Can we predict cost of care in atrial fibrillation patients?,1-2,10.1093/europace/euq379 [doi],"['Le Heuzey, Jean-Yves']",['Le Heuzey JY'],,['eng'],"['Comment', 'Editorial']",20101025,England,Europace,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",100883649,IM,"['Atrial Fibrillation/*economics/epidemiology/*therapy', 'Cardiovascular Diseases/economics/epidemiology/therapy', 'Comorbidity', 'Cost-Benefit Analysis', 'Europe', '*Health Care Costs', 'Humans']",2010/10/27 06:00,2011/04/01 06:00,['2010/10/27 06:00'],"['2010/10/27 06:00 [entrez]', '2010/10/27 06:00 [pubmed]', '2011/04/01 06:00 [medline]']","['euq379 [pii]', '10.1093/europace/euq379 [doi]']",ppublish,Europace. 2011 Jan;13(1):1-2. doi: 10.1093/europace/euq379. Epub 2010 Oct 25.,1,,,,,,,,,,,['Europace. 2011 Jan;13(1):23-30. PMID: 20823043'],,,,,,,,,,
23977825,NLM,MEDLINE,20131029,20130827,2159-3000 (Print) 2159-3000 (Linking),411,2013 Aug,Understanding of the unique risks of CVD that women face. Foreword.,2,,"['Delzell, John E Jr']",['Delzell JE Jr'],"['University of Kansas School of Medicine, Kansas City, USA. jdelzell@kumc.edu']",['eng'],['Introductory Journal Article'],,United States,FP Essent,FP essentials,101578821,IM,"['Cardiovascular Diseases/diagnosis/*epidemiology/therapy', 'Female', 'Humans', 'Peripheral Arterial Disease/epidemiology', 'Risk Factors', ""*Women's Health""]",2013/08/28 06:00,2013/10/30 06:00,['2013/08/28 06:00'],"['2013/08/28 06:00 [entrez]', '2013/08/28 06:00 [pubmed]', '2013/10/30 06:00 [medline]']",,ppublish,FP Essent. 2013 Aug;411:2.,,,,,,,,,,,,,,,,,,,,,,
20408253,NLM,MEDLINE,20100513,20190623,1524-4539 (Electronic) 0009-7322 (Linking),121,2010 Apr 20,The importance and urgency of preventing CVD.,1685,,"['Vasan, Ramachandran S']",['Vasan RS'],,['eng'],"['Editorial', 'Introductory Journal Article']",,United States,Circulation,Circulation,0147763,IM,"['Biomarkers', 'Cardiovascular Diseases/diagnosis/*epidemiology/*prevention & control', 'Humans', 'Risk Factors', 'United States/epidemiology']",2010/04/22 06:00,2010/05/14 06:00,['2010/04/22 06:00'],"['2010/04/22 06:00 [entrez]', '2010/04/22 06:00 [pubmed]', '2010/05/14 06:00 [medline]']",['10.1161/circulationaha.110.953836 [doi]'],ppublish,Circulation. 2010 Apr 20;121(15):1685. doi: 10.1161/circulationaha.110.953836.,15,,,,,,,,['0 (Biomarkers)'],,,,,,,,,,,,,
8582887,NLM,MEDLINE,19960321,20071115,0004-1858 (Print) 0004-1858 (Linking),92,1996 Jan,The complete cardiac diagnosis.,401-2,,"['Talley, J D']",['Talley JD'],"['Division of Cardiology, UAMS, USA.']",['eng'],['Journal Article'],,United States,J Ark Med Soc,The Journal of the Arkansas Medical Society,7503069,IM,"['Activities of Daily Living/classification', 'Cardiovascular Diseases/*diagnosis/etiology/physiopathology', 'Hemodynamics/physiology', 'Humans', 'Prognosis']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,J Ark Med Soc. 1996 Jan;92(8):401-2.,8,,,,,,,,,,,,,,,,,,,,,
23244361,NLM,MEDLINE,20130522,20171116,1744-8344 (Electronic) 1477-9072 (Linking),10,2012 Nov,Gender disparity in cardiovascular disease: bias or biology?,1401-11,10.1586/erc.12.133 [doi],"['Wenger, Nanette K']",['Wenger NK'],"['Department of Medicine (Cardiology), Emory University School of Medicine, Consultant, Emory Heart and Vascular Center, Atlanta, GA, USA. nwenger@emory.edu']",['eng'],"['Journal Article', 'Review']",,England,Expert Rev Cardiovasc Ther,Expert review of cardiovascular therapy,101182328,IM,"['Bias', 'Cardiovascular Diseases/diagnosis/*epidemiology/prevention & control/therapy', 'Cardiovascular System/*physiopathology', 'Evidence-Based Medicine', 'Female', 'Humans', 'Male', 'Prognosis', 'Risk Factors', 'Sex Factors']",2012/12/19 06:00,2013/05/23 06:00,['2012/12/19 06:00'],"['2012/12/19 06:00 [entrez]', '2012/12/19 06:00 [pubmed]', '2013/05/23 06:00 [medline]']",['10.1586/erc.12.133 [doi]'],ppublish,Expert Rev Cardiovasc Ther. 2012 Nov;10(11):1401-11. doi: 10.1586/erc.12.133.,11,"This article addresses gender disparity in cardiovascular disease, with selected examples used to explore whether these disparities represent bias, biology or both. Gender-specific basic and clinical cardiovascular research is needed to address these issues, with rigorous application required for the emerging knowledge. These explorations offer promise to improve cardiovascular outcomes for women and are the basis for the application of gender-based evaluation of pathophysiology, clinical presentations, preventive interventions, diagnostic strategies, therapies and outcomes of cardiovascular disease in women.",,,,,,,,,,,,,,,,,,,,
18181347,NLM,MEDLINE,20080125,20080109,0125-2208 (Print) 0125-2208 (Linking),90,2007 Nov,Prognostic value of heart rate in cardiovascular disease.,2538-40,,"['Sukonthasarn, Apichard']",['Sukonthasarn A'],"['Department of Medicine, Faculty of Medicine, Chaing Mai University, Chaing Mai, Thailand.']",['eng'],"['Journal Article', 'Review']",,Thailand,J Med Assoc Thai,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,7507216,IM,"['Cardiovascular Diseases/drug therapy/*physiopathology/therapy', 'Coronary Artery Disease/physiopathology', 'Heart Failure/physiopathology', 'Heart Rate/*physiology', 'Humans', 'Prognosis']",2008/01/10 09:00,2008/01/26 09:00,['2008/01/10 09:00'],"['2008/01/10 09:00 [pubmed]', '2008/01/26 09:00 [medline]', '2008/01/10 09:00 [entrez]']",,ppublish,J Med Assoc Thai. 2007 Nov;90(11):2538-40.,11,,,,,,,,,,21,,,,,,,,,,,
10456189,NLM,MEDLINE,19990930,20051116,0242-6498 (Print) 0242-6498 (Linking),19,1999 Jun,[Cardiovascular diseases: from epidemiology to biology].,162-5,,"['Bruneval, P']",['Bruneval P'],,['fre'],"['Editorial', 'Review']",,France,Ann Pathol,Annales de pathologie,8106337,IM,"['Angioplasty', 'Arteriosclerosis/epidemiology/pathology/physiopathology', 'Cardiomyopathies/epidemiology/pathology', 'Cardiovascular Diseases/*epidemiology/pathology', 'Coronary Disease/therapy', 'Heart Transplantation', 'Humans', 'Neovascularization, Pathologic', 'Recurrence']",1999/08/24 00:00,1999/08/24 00:01,['1999/08/24 00:00'],"['1999/08/24 00:00 [pubmed]', '1999/08/24 00:01 [medline]', '1999/08/24 00:00 [entrez]']",['MDOI-AP-06-1999-19-3-0242-6498-101019-ART98 [pii]'],ppublish,Ann Pathol. 1999 Jun;19(3):162-5.,3,,,,,,,,,,36,,,,,La pathologie cardio-vasculaire: de l'epidemiologie a la biologie.,,,,,,
33245753,NLM,MEDLINE,20210823,20210823,1755-3245 (Electronic) 0008-6363 (Linking),116,2020 Dec 1,Leaders in Cardiovascular Research: Stefanie Dimmeler.,e202-e204,10.1093/cvr/cvaa317 [doi],"['Guzik, Tomasz J', 'Dimmeler, Stefanie']","['Guzik TJ', 'Dimmeler S']","['Institute of Cardiovascular and Medical Sciences, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.', 'Department of Internal Medicine, Jagiellonian University, Collegium Medicum, Krakow, Poland.', 'Institute for Cardiovascular Regeneration, Goethe University, Frankfurt am Main, Germany.']",['eng'],"['Biography', 'Historical Article', 'Interview', 'Portrait', 'Video-Audio Media']",,England,Cardiovasc Res,Cardiovascular research,0077427,IM,"['Biomedical Research/*history', 'Cardiology/*history', 'Cardiovascular Diseases/genetics/*history/physiopathology/therapy', 'Genetic Therapy/history', 'History, 20th Century', 'History, 21st Century', 'Humans', 'RNA, Untranslated/history']",2020/11/28 06:00,2021/08/24 06:00,['2020/11/27 17:05'],"['2020/11/27 17:05 [entrez]', '2020/11/28 06:00 [pubmed]', '2021/08/24 06:00 [medline]']","['6007715 [pii]', '10.1093/cvr/cvaa317 [doi]']",ppublish,Cardiovasc Res. 2020 Dec 1;116(14):e202-e204. doi: 10.1093/cvr/cvaa317.,14,,,,,['NOTNLM'],"['Basic science', 'ESC', 'Nitric oxide', 'Non-coding RNA', 'Regeneration']",,"['0 (RNA, Untranslated)']",,,,,,,,['Dimmeler S'],"['Dimmeler, Stefanie']",,,,
19357057,NLM,MEDLINE,20100510,20090409,1308-0032 (Electronic) 1302-8723 (Linking),9,2009 Apr,The growth of death rate from cardiovascular diseases in the Kyrgyz Republic.,139-40,,"['Kydyralieva, Ryskul B', 'Dzhumagulova, Ainagul S']","['Kydyralieva RB', 'Dzhumagulova AS']","['M. Mirrahimov National Center of Cardiology and Internal Medicine, Bishkek, Kyrgyzstan. cardio@elcat.kg']",['eng'],['Letter'],,Turkey,Anadolu Kardiyol Derg,Anadolu kardiyoloji dergisi : AKD = the Anatolian journal of cardiology,101095069,IM,"['Adult', 'Cardiovascular Diseases/economics/*mortality/prevention & control', 'Humans', 'Kyrgyzstan/epidemiology', 'Middle Aged']",2009/04/10 09:00,2010/05/11 06:00,['2009/04/10 09:00'],"['2009/04/10 09:00 [entrez]', '2009/04/10 09:00 [pubmed]', '2010/05/11 06:00 [medline]']",,ppublish,Anadolu Kardiyol Derg. 2009 Apr;9(2):139-40.,2,,,,,,,,,,,,,,,,,,,,,
20078422,NLM,MEDLINE,20100323,20201219,0025-729X (Print) 0025-729X (Linking),192,2010 Jan 18,Poll tax and preventive cardiology in Australia.,112,,"['Jelinek, V Michael']",['Jelinek VM'],,['eng'],['Letter'],,Australia,Med J Aust,The Medical journal of Australia,0400714,IM,"['Australia', 'Cardiovascular Diseases/diagnosis/economics/*prevention & control', '*Health Care Costs', 'Humans', 'Socioeconomic Factors', 'Taxes/*economics']",2010/01/19 06:00,2010/03/24 06:00,['2010/01/19 06:00'],"['2009/09/25 00:00 [received]', '2009/10/30 00:00 [accepted]', '2010/01/19 06:00 [entrez]', '2010/01/19 06:00 [pubmed]', '2010/03/24 06:00 [medline]']","['letters_180109_fm-10 [pii]', '10.5694/j.1326-5377.2010.tb03442.x [doi]']",ppublish,Med J Aust. 2010 Jan 18;192(2):112. doi: 10.5694/j.1326-5377.2010.tb03442.x.,2,,,,,,,,,,,,,,,,,,,,,
8888891,NLM,MEDLINE,19970129,20170511,0001-5385 (Print) 0001-5385 (Linking),51,1996,Nutrition and cardiovascular disease.,327-30,,"['Kesteloot, H']",['Kesteloot H'],,['eng'],['Editorial'],,England,Acta Cardiol,Acta cardiologica,0370570,IM,"['Cardiovascular Diseases/epidemiology/*etiology/prevention & control', 'Diet/*adverse effects', 'Europe/epidemiology', 'Health Promotion', 'Humans']",1996/01/01 00:00,1996/01/01 00:01,['1996/01/01 00:00'],"['1996/01/01 00:00 [pubmed]', '1996/01/01 00:01 [medline]', '1996/01/01 00:00 [entrez]']",,ppublish,Acta Cardiol. 1996;51(4):327-30.,4,,,,,,,,,,,,,,,,,,,,,
32276570,NLM,MEDLINE,20211213,20220712,2047-4881 (Electronic) 2047-4873 (Linking),28,2021 Jul 23,"After surviving cancer, cardiovascular prevention should not be forgotten.",862-863,10.1177/2047487320918426 [doi],"['Regieli, Jakub J', 'Twickler, Marcel Th B']","['Regieli JJ', 'Twickler MTB']","['European Society of Clinical Investigation, The Netherlands.', 'Hartdokters Centre for Primary Cardiovascular Prevention and Care, The Netherlands.', 'Alert Foundation, The Netherlands.', 'University of Antwerp, Faculty of Medicine and Health Sciences, Belgium.', 'AZ Monica Hospital, Belgium.']",['eng'],"['Comment', 'Editorial']",,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['*Cardiovascular Diseases/diagnosis/epidemiology/prevention & control', '*Cardiovascular System', 'Heart', 'Humans', '*Neoplasms/epidemiology/prevention & control']",2020/04/12 06:00,2021/12/15 06:00,['2020/04/12 06:00'],"['2020/04/12 06:00 [pubmed]', '2021/12/15 06:00 [medline]', '2020/04/12 06:00 [entrez]']","['6145638 [pii]', '10.1177/2047487320918426 [doi]']",ppublish,Eur J Prev Cardiol. 2021 Jul 23;28(8):862-863. doi: 10.1177/2047487320918426.,8,,,,,,,,,,,['Eur J Prev Cardiol. 2021 Jul 23;28(8):864-872. PMID: 34298552'],,,,,,,,,,
34297032,NLM,MEDLINE,20211221,20220204,1680-0745 (Electronic) 1995-1892 (Print) 1015-9657 (Linking),32,2021 May-Jun,PASCAR and WHF Cardiovascular Diseases Scorecard project.,161-167,10.5830/CVJA-2021-022 [doi],"['Mbau, Lilian', 'Fourie, Jean M', 'Scholtz, Wihan', 'Scarlatescu, Oana', 'Nel, George', 'Gathecha, Gladwell']","['Mbau L', 'Fourie JM', 'Scholtz W', 'Scarlatescu O', 'Nel G', 'Gathecha G']","['Kenya Cardiac Society, Nairobi, Kenya.', 'Pan-African Society of Cardiology, Cape Town, South Africa.', 'Pan-African Society of Cardiology, Cape Town, South Africa. Email: wihan@medsoc.co.za.', 'World Heart Federation, Geneva, Switzerland.', 'Pan-African Society of Cardiology, Cape Town, South Africa.', 'Department of Non-Communicable Diseases, Ministry of Health, Nairobi, Kenya.']",['eng'],"['Case Reports', 'Journal Article']",,South Africa,Cardiovasc J Afr,Cardiovascular journal of Africa,101313864,IM,"['Aged', '*Cardiovascular Diseases/diagnosis/epidemiology/mortality/therapy', 'Female', 'Humans', 'Kenya/epidemiology', 'Male', 'Middle Aged', 'Tobacco Use/*adverse effects', 'World Health Organization']",2021/07/24 06:00,2021/12/22 06:00,['2021/07/23 12:21'],"['2021/07/23 12:21 [entrez]', '2021/07/24 06:00 [pubmed]', '2021/12/22 06:00 [medline]']",['10.5830/CVJA-2021-022 [doi]'],ppublish,Cardiovasc J Afr. 2021 May-Jun;32(3):161-167. doi: 10.5830/CVJA-2021-022.,3,"Data collected for the World Heart Federation's Scorecard project regarding the current state of cardiovascular disease prevention, control and management, along with related non-communicable diseases in Kenya are presented. Furthermore, the strengths, threats, weaknesses and priorities identified from these data are highlighted in concurrence with related sections in the accompanying infographic. Information was collected using open-source data sets from the World Bank, the World Health Organization, the Institute for Health Metrics and Evaluation, the International Diabetes Federation and relevant government publications.",,PMC8756039,,,,,,,,,,,,,,,,,,
